x,y,episode,step,progress,speed
0.0849,-0.1257,3,25,0.126,1.095
0.0571,-0.1135,3,26,0.131,1.13
0.0288,-0.1018,3,27,0.136,1.163
0.0,-0.0906,3,28,0.141,1.196
-0.0292,-0.08,3,29,0.146,1.227
-0.0588,-0.0699,3,30,0.151,1.258
-0.0889,-0.0604,3,31,0.156,1.287
-0.1194,-0.0514,3,32,0.161,1.315
-0.1503,-0.0431,3,33,0.166,1.342
-0.1816,-0.0353,3,34,0.171,1.368
-0.2133,-0.0281,3,35,0.176,1.392
-0.2454,-0.0216,3,36,0.181,1.415
-0.2778,-0.0156,3,37,0.186,1.437
-0.3106,-0.0103,3,38,0.191,1.458
-0.3437,-0.0057,3,39,0.196,1.477
-0.3772,-0.0016,3,40,0.201,1.495
-0.411,0.0017,3,41,0.206,1.511
-0.445,0.0044,3,42,0.211,1.526
-0.4794,0.0064,3,43,0.216,1.54
-0.5141,0.0077,3,44,0.221,1.553
-0.549,0.0083,3,45,0.226,1.563
-0.5841,0.0083,3,46,0.231,1.573
-0.6196,0.0075,3,47,0.236,1.581
-0.6552,0.006,3,48,0.241,1.588
-0.6911,0.0038,3,49,0.246,1.593
-0.7271,0.0008,3,50,0.251,1.597
-0.7633,-0.0028,3,51,0.256,1.599
-0.7998,-0.0073,3,52,0.261,1.6
-0.8363,-0.0124,3,53,0.266,1.599
-0.873,-0.0183,3,54,0.271,1.597
-0.9099,-0.025,3,55,0.276,1.594
-0.9468,-0.0325,3,56,0.281,1.589
-0.9839,-0.0407,3,57,0.286,1.583
-1.021,-0.0497,3,58,0.291,1.575
-1.0582,-0.0594,3,59,0.296,1.565
-1.0955,-0.07,3,60,0.302,1.555
-1.1328,-0.0813,3,61,0.307,1.543
-1.1702,-0.0934,3,62,0.312,1.529
-1.2075,-0.1063,3,63,0.317,1.514
-1.2448,-0.12,3,64,0.322,1.498
-1.2821,-0.1345,3,65,0.327,1.48
-1.3194,-0.1498,3,66,0.332,1.461
-1.3566,-0.1659,3,67,0.337,1.441
-1.3938,-0.1828,3,68,0.342,1.42
-1.4309,-0.2006,3,69,0.347,1.397
-1.4678,-0.2191,3,70,0.352,1.373
-1.5047,-0.2384,3,71,0.357,1.347
-1.5414,-0.2585,3,72,0.362,1.32
-1.578,-0.2795,3,73,0.367,1.293
-1.6144,-0.3013,3,74,0.372,1.264
-1.6506,-0.3238,3,75,0.377,1.233
-1.6866,-0.3472,3,76,0.382,1.202
-1.7224,-0.3714,3,77,0.387,1.17
-1.758,-0.3964,3,78,0.392,1.136
-1.7934,-0.4222,3,79,0.397,1.102
-1.8284,-0.4488,3,80,0.402,1.066
-1.8632,-0.4762,3,81,0.407,1.03
-1.8978,-0.5044,3,82,0.412,0.993
-1.932,-0.5333,3,83,0.417,0.954
-1.9658,-0.5631,3,84,0.422,0.915
-1.9994,-0.5937,3,85,0.427,0.875
-2.0325,-0.6251,3,86,0.432,0.834
-2.0653,-0.6572,3,87,0.437,0.793
-2.0977,-0.6901,3,88,0.442,0.751
-2.1297,-0.7238,3,89,0.447,0.708
-2.1613,-0.7583,3,90,0.452,0.664
-2.1924,-0.7935,3,91,0.457,0.62
-2.2231,-0.8295,3,92,0.462,0.575
-2.2533,-0.8662,3,93,0.467,0.53
-2.283,-0.9037,3,94,0.472,0.484
-2.3123,-0.9419,3,95,0.477,0.438
-2.341,-0.9809,3,96,0.482,0.391
-2.3691,-1.0205,3,97,0.487,0.344
-2.3968,-1.0609,3,98,0.492,0.297
-2.4238,-1.102,3,99,0.497,0.25
-2.4503,-1.1438,3,100,0.503,0.202
-2.4762,-1.1864,3,101,0.508,0.154
-2.5015,-1.2295,3,102,0.513,0.106
-2.5261,-1.2734,3,103,0.518,0.058
-2.5502,-1.3179,3,104,0.523,0.009
-2.5735,-1.3631,3,105,0.528,0.039
-2.5962,-1.409,3,106,0.533,0.087
-2.6183,-1.4555,3,107,0.538,0.135
-2.6396,-1.5026,3,108,0.543,0.183
-2.6602,-1.5503,3,109,0.548,0.231
-2.6801,-1.5987,3,110,0.553,0.279
-2.6992,-1.6476,3,111,0.558,0.326
-2.7176,-1.6971,3,112,0.563,0.373
-2.7353,-1.7472,3,113,0.568,0.42
-2.7521,-1.7979,3,114,0.573,0.466
-2.7682,-1.8491,3,115,0.578,0.512
-2.7835,-1.9009,3,116,0.583,0.557
-2.7979,-1.9531,3,117,0.588,0.602
-2.8116,-2.0059,3,118,0.593,0.647
-2.8244,-2.0592,3,119,0.598,0.691
-2.8363,-2.113,3,120,0.603,0.734
-2.8474,-2.1672,3,121,0.608,0.776
-2.8576,-2.2219,3,122,0.613,0.818
-2.8669,-2.2771,3,123,0.618,0.859
-2.8753,-2.3327,3,124,0.623,0.9
-2.8828,-2.3887,3,125,0.628,0.939
-2.8894,-2.4451,3,126,0.633,0.978
-2.895,-2.5019,3,127,0.638,1.015
-2.8998,-2.559,3,128,0.643,1.052
-2.9035,-2.6165,3,129,0.648,1.088
-2.9063,-2.6744,3,130,0.653,1.123
-2.9082,-2.7325,3,131,0.658,1.157
-2.9091,-2.791,3,132,0.663,1.19
-2.9089,-2.8498,3,133,0.668,1.221
-2.9078,-2.9088,3,134,0.673,1.252
-2.9057,-2.9681,3,135,0.678,1.281
-2.9026,-3.0277,3,136,0.683,1.31
-2.8984,-3.0874,3,137,0.688,1.337
-2.8933,-3.1474,3,138,0.693,1.363
-2.8871,-3.2076,3,139,0.698,1.387
-2.8798,-3.2679,3,140,0.704,1.411
-2.8715,-3.3284,3,141,0.709,1.433
-2.8622,-3.389,3,142,0.714,1.454
-2.8518,-3.4498,3,143,0.719,1.473
-2.8403,-3.5106,3,144,0.724,1.491
-2.8278,-3.5715,3,145,0.729,1.508
-2.8142,-3.6325,3,146,0.734,1.524
-2.7995,-3.6935,3,147,0.739,1.538
-2.7837,-3.7546,3,148,0.744,1.55
-2.7669,-3.8157,3,149,0.749,1.561
-2.7489,-3.8767,3,150,0.754,1.571
-2.7299,-3.9377,3,151,0.759,1.58
-2.7097,-3.9987,3,152,0.764,1.587
-2.6885,-4.0596,3,153,0.769,1.592
-2.6661,-4.1204,3,154,0.774,1.596
-2.6427,-4.1811,3,155,0.779,1.599
-2.6181,-4.2417,3,156,0.784,1.6
-2.5924,-4.3021,3,157,0.789,1.6
-2.5657,-4.3624,3,158,0.794,1.598
-2.5378,-4.4224,3,159,0.799,1.595
-2.5088,-4.4823,3,160,0.804,1.59
-2.4787,-4.5419,3,161,0.809,1.584
-2.4474,-4.6013,3,162,0.814,1.576
-2.4151,-4.6604,3,163,0.819,1.567
-2.3817,-4.7193,3,164,0.824,1.557
-2.3471,-4.7778,3,165,0.829,1.545
-2.3115,-4.836,3,166,0.834,1.532
-2.2747,-4.8938,3,167,0.839,1.517
-2.2369,-4.9513,3,168,0.844,1.501
-2.1979,-5.0084,3,169,0.849,1.484
-2.1579,-5.0651,3,170,0.854,1.465
-2.1167,-5.1214,3,171,0.859,1.445
-2.0745,-5.1772,3,172,0.864,1.424
-2.0312,-5.2325,3,173,0.869,1.401
-1.9868,-5.2874,3,174,0.874,1.377
-1.9413,-5.3418,3,175,0.879,1.352
-1.8948,-5.3956,3,176,0.884,1.326
-1.8472,-5.4489,3,177,0.889,1.298
-1.7985,-5.5016,3,178,0.894,1.269
-1.7488,-5.5537,3,179,0.899,1.239
-1.698,-5.6052,3,180,0.905,1.208
-1.6462,-5.6561,3,181,0.91,1.176
-1.5934,-5.7063,3,182,0.915,1.143
-1.5396,-5.7559,3,183,0.92,1.109
-1.4847,-5.8048,3,184,0.925,1.073
-1.4289,-5.853,3,185,0.93,1.037
-1.372,-5.9004,3,186,0.935,1.0
-1.3142,-5.9472,3,187,0.94,0.962
-1.2553,-5.9931,3,188,0.945,0.923
-1.1955,-6.0383,3,189,0.95,0.883
-1.1348,-6.0827,3,190,0.955,0.842
-1.0731,-6.1262,3,191,0.96,0.801
-1.0105,-6.1689,3,192,0.965,0.759
-0.9469,-6.2108,3,193,0.97,0.716
-0.8824,-6.2518,3,194,0.975,0.673
-0.8171,-6.2919,3,195,0.98,0.629
-0.7508,-6.3311,3,196,0.985,0.584
-0.6837,-6.3694,3,197,0.99,0.539
-0.6156,-6.4067,3,198,0.995,0.493
-0.5468,-6.443,3,199,1.0,0.447
-4.6745,-0.2511,4,0,0.0,0.0
-4.688,-0.2299,4,1,0.005,0.054
-4.7022,-0.2088,4,2,0.01,0.108
-4.717,-0.188,4,3,0.015,0.163
-4.7325,-0.1673,4,4,0.02,0.217
-4.7485,-0.1469,4,5,0.025,0.27
-4.7651,-0.1267,4,6,0.03,0.324
-4.7824,-0.1068,4,7,0.035,0.377
-4.8002,-0.0871,4,8,0.04,0.43
-4.8187,-0.0678,4,9,0.045,0.482
-4.8377,-0.0487,4,10,0.05,0.535
-4.8574,-0.0299,4,11,0.055,0.586
-4.8776,-0.0115,4,12,0.06,0.637
-4.8984,0.0066,4,13,0.065,0.688
-4.9197,0.0244,4,14,0.07,0.737
-4.9416,0.0417,4,15,0.075,0.787
-4.9641,0.0588,4,16,0.08,0.835
-4.9872,0.0754,4,17,0.085,0.883
-5.0108,0.0916,4,18,0.09,0.93
-5.0349,0.1074,4,19,0.095,0.976
-5.0595,0.1228,4,20,0.101,1.021
-5.0847,0.1377,4,21,0.106,1.065
-5.1104,0.1522,4,22,0.111,1.108
-5.1366,0.1662,4,23,0.116,1.151
-5.1633,0.1798,4,24,0.121,1.192
-5.1905,0.1928,4,25,0.126,1.232
-5.2182,0.2054,4,26,0.131,1.271
-5.2464,0.2174,4,27,0.136,1.309
-5.275,0.2289,4,28,0.141,1.345
-5.3041,0.2399,4,29,0.146,1.381
-5.3336,0.2503,4,30,0.151,1.415
-5.3636,0.2602,4,31,0.156,1.448
-5.394,0.2695,4,32,0.161,1.48
-5.4248,0.2783,4,33,0.166,1.51
-5.456,0.2864,4,34,0.171,1.539
-5.4876,0.294,4,35,0.176,1.566
-5.5196,0.3009,4,36,0.181,1.592
-5.5519,0.3072,4,37,0.186,1.617
-5.5846,0.3129,4,38,0.191,1.64
-5.6177,0.318,4,39,0.196,1.661
-5.6511,0.3224,4,40,0.201,1.682
-5.6848,0.3262,4,41,0.206,1.7
-5.7189,0.3293,4,42,0.211,1.717
-5.7532,0.3317,4,43,0.216,1.733
-5.7879,0.3334,4,44,0.221,1.747
-5.8228,0.3345,4,45,0.226,1.759
-5.8579,0.3348,4,46,0.231,1.77
-5.8934,0.3345,4,47,0.236,1.779
-5.929,0.3334,4,48,0.241,1.786
-5.9649,0.3316,4,49,0.246,1.792
-6.001,0.3291,4,50,0.251,1.796
-6.0373,0.3259,4,51,0.256,1.799
-6.0737,0.3219,4,52,0.261,1.8
-6.1103,0.3172,4,53,0.266,1.799
-6.1471,0.3117,4,54,0.271,1.797
-6.184,0.3055,4,55,0.276,1.793
-6.2211,0.2985,4,56,0.281,1.788
-6.2582,0.2907,4,57,0.286,1.78
-6.2955,0.2822,4,58,0.291,1.772
-6.3328,0.2728,4,59,0.296,1.761
-6.3702,0.2628,4,60,0.302,1.749
-6.4076,0.2519,4,61,0.307,1.736
-6.4451,0.2402,4,62,0.312,1.72
-6.4826,0.2278,4,63,0.317,1.704
-6.5201,0.2145,4,64,0.322,1.685
-6.5576,0.2004,4,65,0.327,1.666
-6.595,0.1856,4,66,0.332,1.644
-6.6325,0.1699,4,67,0.337,1.621
-6.6698,0.1535,4,68,0.342,1.597
-6.7071,0.1362,4,69,0.347,1.571
-6.7443,0.1181,4,70,0.352,1.544
-6.7814,0.0992,4,71,0.357,1.516
-6.8183,0.0795,4,72,0.362,1.486
-6.8551,0.059,4,73,0.367,1.454
-6.8918,0.0377,4,74,0.372,1.422
-6.9283,0.0156,4,75,0.377,1.388
-6.9646,-0.0073,4,76,0.382,1.352
-7.0007,-0.0311,4,77,0.387,1.316
-7.0366,-0.0557,4,78,0.392,1.278
-7.0723,-0.081,4,79,0.397,1.24
-7.1076,-0.1072,4,80,0.402,1.2
-7.1428,-0.1342,4,81,0.407,1.159
-7.1776,-0.1619,4,82,0.412,1.117
-7.2122,-0.1905,4,83,0.417,1.074
-7.2464,-0.2199,4,84,0.422,1.03
-7.2803,-0.2501,4,85,0.427,0.985
-7.3138,-0.281,4,86,0.432,0.939
-7.347,-0.3128,4,87,0.437,0.892
-7.3798,-0.3453,4,88,0.442,0.844
-7.4122,-0.3786,4,89,0.447,0.796
-7.4442,-0.4127,4,90,0.452,0.747
-7.4758,-0.4475,4,91,0.457,0.697
-7.5069,-0.4831,4,92,0.462,0.647
-7.5375,-0.5195,4,93,0.467,0.596
-7.5677,-0.5566,4,94,0.472,0.545
-7.5974,-0.5945,4,95,0.477,0.493
-7.6265,-0.6331,4,96,0.482,0.44
-7.6552,-0.6724,4,97,0.487,0.387
-7.6833,-0.7125,4,98,0.492,0.334
-7.7109,-0.7533,4,99,0.497,0.281
-7.7378,-0.7947,4,100,0.503,0.227
-7.7642,-0.8369,4,101,0.508,0.173
-7.79,-0.8798,4,102,0.513,0.119
-7.8152,-0.9234,4,103,0.518,0.065
-7.8398,-0.9676,4,104,0.523,0.011
-7.8637,-1.0125,4,105,0.528,0.044
-7.8869,-1.0581,4,106,0.533,0.098
-7.9095,-1.1043,4,107,0.538,0.152
-7.9314,-1.1512,4,108,0.543,0.206
-7.9526,-1.1987,4,109,0.548,0.26
-7.9731,-1.2468,4,110,0.553,0.313
-7.9928,-1.2955,4,111,0.558,0.367
-8.0118,-1.3448,4,112,0.563,0.42
-8.03,-1.3947,4,113,0.568,0.472
-8.0475,-1.4451,4,114,0.573,0.524
-8.0642,-1.4961,4,115,0.578,0.576
-8.0801,-1.5477,4,116,0.583,0.627
-8.0952,-1.5998,4,117,0.588,0.678
-8.1094,-1.6524,4,118,0.593,0.728
-8.1229,-1.7055,4,119,0.598,0.777
-8.1355,-1.7592,4,120,0.603,0.826
-8.1472,-1.8133,4,121,0.608,0.873
-8.158,-1.8679,4,122,0.613,0.92
-8.168,-1.9229,4,123,0.618,0.967
-8.1771,-1.9784,4,124,0.623,1.012
-8.1853,-2.0343,4,125,0.628,1.056
-8.1925,-2.0906,4,126,0.633,1.1
-8.1989,-2.1473,4,127,0.638,1.142
-8.2043,-2.2044,4,128,0.643,1.184
-8.2088,-2.2619,4,129,0.648,1.224
-8.2123,-2.3197,4,130,0.653,1.263
-8.2148,-2.3778,4,131,0.658,1.301
-8.2164,-2.4363,4,132,0.663,1.338
-8.217,-2.495,4,133,0.668,1.374
-8.2166,-2.5541,4,134,0.673,1.408
-8.2152,-2.6134,4,135,0.678,1.442
-8.2128,-2.673,4,136,0.683,1.473
-8.2093,-2.7328,4,137,0.688,1.504
-8.2049,-2.7928,4,138,0.693,1.533
-8.1994,-2.8531,4,139,0.698,1.561
-8.1929,-2.9135,4,140,0.704,1.587
-8.1853,-2.9741,4,141,0.709,1.612
-8.1767,-3.0348,4,142,0.714,1.635
-8.1671,-3.0957,4,143,0.719,1.657
-8.1563,-3.1566,4,144,0.724,1.678
-8.1445,-3.2177,4,145,0.729,1.697
-8.1316,-3.2788,4,146,0.734,1.714
-8.1177,-3.34,4,147,0.739,1.73
-8.1027,-3.4013,4,148,0.744,1.744
-8.0865,-3.4625,4,149,0.749,1.757
-8.0693,-3.5238,4,150,0.754,1.768
-8.051,-3.5851,4,151,0.759,1.777
-8.0316,-3.6463,4,152,0.764,1.785
-8.0111,-3.7074,4,153,0.769,1.791
-7.9895,-3.7685,4,154,0.774,1.796
-7.9668,-3.8295,4,155,0.779,1.799
-7.9429,-3.8903,4,156,0.784,1.8
-7.918,-3.9511,4,157,0.789,1.8
-7.8919,-4.0116,4,158,0.794,1.798
-7.8648,-4.072,4,159,0.799,1.794
-7.8365,-4.1322,4,160,0.804,1.789
-7.8071,-4.1922,4,161,0.809,1.782
-7.7766,-4.252,4,162,0.814,1.773
-7.745,-4.3115,4,163,0.819,1.763
-7.7123,-4.3707,4,164,0.824,1.752
-7.6784,-4.4297,4,165,0.829,1.738
-7.6435,-4.4883,4,166,0.834,1.723
-7.6074,-4.5466,4,167,0.839,1.707
-7.5702,-4.6045,4,168,0.844,1.689
-7.532,-4.6621,4,169,0.849,1.67
-7.4926,-4.7192,4,170,0.854,1.648
-7.4522,-4.776,4,171,0.859,1.626
-7.4106,-4.8323,4,172,0.864,1.602
-7.368,-4.8882,4,173,0.869,1.576
-7.3242,-4.9436,4,174,0.874,1.55
-7.2794,-4.9985,4,175,0.879,1.521
-7.2335,-5.0529,4,176,0.884,1.492
-7.1866,-5.1067,4,177,0.889,1.46
-7.1385,-5.16,4,178,0.894,1.428
-7.0895,-5.2127,4,179,0.899,1.394
-7.0393,-5.2648,4,180,0.905,1.359
-6.9882,-5.3163,4,181,0.91,1.323
-6.936,-5.3672,4,182,0.915,1.286
-6.8827,-5.4174,4,183,0.92,1.247
-6.8284,-5.467,4,184,0.925,1.208
-6.7732,-5.5158,4,185,0.93,1.167
-6.7169,-5.564,4,186,0.935,1.125
-6.6596,-5.6114,4,187,0.94,1.082
-6.6013,-5.658,4,188,0.945,1.038
-6.5421,-5.7039,4,189,0.95,0.993
-6.4819,-5.749,4,190,0.955,0.948
-6.4207,-5.7933,4,191,0.96,0.901
-6.3586,-5.8368,4,192,0.965,0.854
-6.2955,-5.8794,4,193,0.97,0.806
-6.2316,-5.9212,4,194,0.975,0.757
-6.1667,-5.9621,4,195,0.98,0.707
-6.1009,-6.0021,4,196,0.985,0.657
-6.0342,-6.0412,4,197,0.99,0.606
-5.9667,-6.0793,4,198,0.995,0.555
-5.8983,-6.1165,4,199,1.0,0.503
2.1851,2.8446,5,0,0.0,0.0
2.1815,2.8196,5,1,0.005,0.06
2.1785,2.7944,5,2,0.01,0.121
2.1761,2.7689,5,3,0.015,0.181
2.1743,2.7432,5,4,0.02,0.241
2.1731,2.7173,5,5,0.025,0.3
2.1726,2.6911,5,6,0.03,0.36
2.1727,2.6648,5,7,0.035,0.419
2.1734,2.6382,5,8,0.04,0.478
2.1747,2.6115,5,9,0.045,0.536
2.1767,2.5846,5,10,0.05,0.594
2.1793,2.5576,5,11,0.055,0.651
2.1826,2.5305,5,12,0.06,0.708
2.1866,2.5032,5,13,0.065,0.764
2.1912,2.4758,5,14,0.07,0.819
2.1964,2.4483,5,15,0.075,0.874
2.2024,2.4207,5,16,0.08,0.928
2.209,2.3931,5,17,0.085,0.981
2.2163,2.3654,5,18,0.09,1.033
2.2242,2.3377,5,19,0.095,1.084
2.2329,2.31,5,20,0.101,1.134
2.2422,2.2822,5,21,0.106,1.183
2.2522,2.2545,5,22,0.111,1.231
2.263,2.2268,5,23,0.116,1.278
2.2744,2.1991,5,24,0.121,1.324
2.2865,2.1714,5,25,0.126,1.369
2.2992,2.1439,5,26,0.131,1.412
2.3127,2.1164,5,27,0.136,1.454
2.3269,2.089,5,28,0.141,1.495
2.3418,2.0617,5,29,0.146,1.534
2.3573,2.0345,5,30,0.151,1.572
2.3736,2.0074,5,31,0.156,1.609
2.3905,1.9806,5,32,0.161,1.644
2.4082,1.9538,5,33,0.166,1.677
2.4265,1.9273,5,34,0.171,1.71
2.4455,1.901,5,35,0.176,1.74
2.4652,1.8748,5,36,0.181,1.769
2.4856,1.8489,5,37,0.186,1.796
2.5067,1.8232,5,38,0.191,1.822
2.5284,1.7978,5,39,0.196,1.846
2.5509,1.7727,5,40,0.201,1.868
2.574,1.7478,5,41,0.206,1.889
2.5978,1.7233,5,42,0.211,1.908
2.6222,1.699,5,43,0.216,1.925
2.6473,1.6751,5,44,0.221,1.941
2.6731,1.6515,5,45,0.226,1.954
2.6995,1.6283,5,46,0.231,1.966
2.7266,1.6055,5,47,0.236,1.976
2.7543,1.583,5,48,0.241,1.985
2.7826,1.561,5,49,0.246,1.991
2.8116,1.5393,5,50,0.251,1.996
2.8412,1.5181,5,51,0.256,1.999
2.8715,1.4973,5,52,0.261,2.0
2.9023,1.477,5,53,0.266,1.999
2.9337,1.4571,5,54,0.271,1.997
2.9658,1.4378,5,55,0.276,1.992
2.9984,1.4189,5,56,0.281,1.986
3.0316,1.4005,5,57,0.286,1.978
3.0654,1.3827,5,58,0.291,1.968
3.0998,1.3654,5,59,0.296,1.957
3.1347,1.3487,5,60,0.302,1.944
3.1702,1.3325,5,61,0.307,1.928
3.2062,1.3169,5,62,0.312,1.912
3.2427,1.3018,5,63,0.317,1.893
3.2798,1.2874,5,64,0.322,1.873
3.3174,1.2736,5,65,0.327,1.851
3.3554,1.2604,5,66,0.332,1.827
3.394,1.2479,5,67,0.337,1.801
3.4331,1.236,5,68,0.342,1.774
3.4726,1.2247,5,69,0.347,1.746
3.5126,1.2142,5,70,0.352,1.716
3.553,1.2043,5,71,0.357,1.684
3.5938,1.1951,5,72,0.362,1.651
3.6351,1.1866,5,73,0.367,1.616
3.6768,1.1788,5,74,0.372,1.58
3.7189,1.1718,5,75,0.377,1.542
3.7614,1.1655,5,76,0.382,1.503
3.8042,1.1599,5,77,0.387,1.462
3.8475,1.1551,5,78,0.392,1.42
3.891,1.1511,5,79,0.397,1.377
3.9349,1.1478,5,80,0.402,1.333
3.9791,1.1453,5,81,0.407,1.287
4.0237,1.1436,5,82,0.412,1.241
4.0685,1.1427,5,83,0.417,1.193
4.1136,1.1427,5,84,0.422,1.144
4.159,1.1434,5,85,0.427,1.094
4.2046,1.145,5,86,0.432,1.043
4.2505,1.1474,5,87,0.437,0.991
4.2965,1.1506,5,88,0.442,0.938
4.3428,1.1547,5,89,0.447,0.885
4.3893,1.1597,5,90,0.452,0.83
4.4359,1.1655,5,91,0.457,0.775
4.4828,1.1722,5,92,0.462,0.719
4.5297,1.1797,5,93,0.467,0.662
4.5768,1.1882,5,94,0.472,0.605
4.624,1.1975,5,95,0.477,0.547
4.6713,1.2077,5,96,0.482,0.489
4.7187,1.2188,5,97,0.487,0.431
4.7661,1.2308,5,98,0.492,0.371
4.8136,1.2437,5,99,0.497,0.312
4.8611,1.2576,5,100,0.503,0.252
4.9086,1.2723,5,101,0.508,0.192
4.9562,1.288,5,102,0.513,0.132
5.0037,1.3046,5,103,0.518,0.072
5.0512,1.3221,5,104,0.523,0.012
5.0986,1.3405,5,105,0.528,0.048
5.1459,1.3598,5,106,0.533,0.109
5.1932,1.3801,5,107,0.538,0.169
5.2404,1.4014,5,108,0.543,0.229
5.2874,1.4235,5,109,0.548,0.289
5.3343,1.4466,5,110,0.553,0.348
5.3811,1.4706,5,111,0.558,0.407
5.4276,1.4956,5,112,0.563,0.466
5.474,1.5215,5,113,0.568,0.525
5.5202,1.5483,5,114,0.573,0.583
5.5661,1.5761,5,115,0.578,0.64
5.6118,1.6048,5,116,0.583,0.697
5.6572,1.6344,5,117,0.588,0.753
5.7024,1.665,5,118,0.593,0.809
5.7472,1.6965,5,119,0.598,0.863
5.7917,1.7289,5,120,0.603,0.917
5.8359,1.7623,5,121,0.608,0.97
5.8798,1.7965,5,122,0.613,1.023
5.9232,1.8317,5,123,0.618,1.074
5.9663,1.8678,5,124,0.623,1.124
6.009,1.9049,5,125,0.628,1.174
6.0512,1.9428,5,126,0.633,1.222
6.0931,1.9816,5,127,0.638,1.269
6.1344,2.0214,5,128,0.643,1.315
6.1753,2.062,5,129,0.648,1.36
6.2157,2.1035,5,130,0.653,1.404
6.2555,2.1459,5,131,0.658,1.446
6.2949,2.1892,5,132,0.663,1.487
6.3337,2.2333,5,133,0.668,1.527
6.3719,2.2783,5,134,0.673,1.565
6.4095,2.3242,5,135,0.678,1.602
6.4466,2.3709,5,136,0.683,1.637
6.483,2.4185,5,137,0.688,1.671
6.5188,2.4669,5,138,0.693,1.703
6.554,2.5161,5,139,0.698,1.734
6.5885,2.5661,5,140,0.704,1.763
6.6223,2.617,5,141,0.709,1.791
6.6554,2.6686,5,142,0.714,1.817
6.6878,2.721,5,143,0.719,1.841
6.7194,2.7742,5,144,0.724,1.864
6.7503,2.8282,5,145,0.729,1.885
6.7805,2.883,5,146,0.734,1.904
6.8098,2.9384,5,147,0.739,1.922
6.8384,2.9947,5,148,0.744,1.938
6.8662,3.0516,5,149,0.749,1.952
6.8931,3.1092,5,150,0.754,1.964
6.9192,3.1676,5,151,0.759,1.975
6.9444,3.2267,5,152,0.764,1.983
6.9688,3.2864,5,153,0.769,1.99
6.9922,3.3468,5,154,0.774,1.995
7.0148,3.4078,5,155,0.779,1.998
7.0365,3.4695,5,156,0.784,2.0
7.0572,3.5317,5,157,0.789,2.0
7.077,3.5946,5,158,0.794,1.997
7.0958,3.6581,5,159,0.799,1.993
7.1137,3.7222,5,160,0.804,1.988
7.1306,3.7869,5,161,0.809,1.98
7.1464,3.852,5,162,0.814,1.97
7.1613,3.9178,5,163,0.819,1.959
7.1752,3.984,5,164,0.824,1.946
7.188,4.0507,5,165,0.829,1.931
7.1998,4.118,5,166,0.834,1.915
7.2105,4.1857,5,167,0.839,1.897
7.2201,4.2538,5,168,0.844,1.877
7.2287,4.3224,5,169,0.849,1.855
7.2361,4.3914,5,170,0.854,1.832
7.2425,4.4608,5,171,0.859,1.807
7.2478,4.5306,5,172,0.864,1.78
7.2519,4.6008,5,173,0.869,1.752
7.2549,4.6713,5,174,0.874,1.722
7.2568,4.7421,5,175,0.879,1.69
7.2575,4.8133,5,176,0.884,1.657
7.2571,4.8847,5,177,0.889,1.623
7.2554,4.9564,5,178,0.894,1.587
7.2527,5.0284,5,179,0.899,1.549
7.2487,5.1006,5,180,0.905,1.511
7.2435,5.173,5,181,0.91,1.47
7.2371,5.2457,5,182,0.915,1.429
7.2296,5.3185,5,183,0.92,1.386
7.2208,5.3914,5,184,0.925,1.342
7.2108,5.4645,5,185,0.93,1.297
7.1995,5.5377,5,186,0.935,1.25
7.1871,5.611,5,187,0.94,1.202
7.1734,5.6844,5,188,0.945,1.154
7.1584,5.7578,5,189,0.95,1.104
7.1422,5.8313,5,190,0.955,1.053
7.1248,5.9048,5,191,0.96,1.001
7.1061,5.9783,5,192,0.965,0.949
7.0861,6.0517,5,193,0.97,0.895
7.0649,6.1251,5,194,0.975,0.841
7.0424,6.1984,5,195,0.98,0.786
7.0187,6.2716,5,196,0.985,0.73
6.9936,6.3448,5,197,0.99,0.674
6.9673,6.4177,5,198,0.995,0.616
6.9397,6.4906,5,199,1.0,0.559
4.1324,-1.1427,6,0,0.0,0.0
4.1526,-1.1578,6,1,0.005,0.066
4.1733,-1.1726,6,2,0.01,0.133
4.1945,-1.1869,6,3,0.015,0.199
4.2162,-1.2008,6,4,0.02,0.265
4.2384,-1.2142,6,5,0.025,0.33
4.2611,-1.2273,6,6,0.03,0.396
4.2843,-1.2398,6,7,0.035,0.461
4.3079,-1.2519,6,8,0.04,0.526
4.332,-1.2636,6,9,0.045,0.59
4.3565,-1.2747,6,10,0.05,0.653
4.3815,-1.2853,6,11,0.055,0.716
4.4069,-1.2955,6,12,0.06,0.779
4.4328,-1.3051,6,13,0.065,0.84
4.459,-1.3142,6,14,0.07,0.901
4.4856,-1.3227,6,15,0.075,0.961
4.5127,-1.3307,6,16,0.08,1.021
4.5401,-1.3382,6,17,0.085,1.079
4.5679,-1.345,6,18,0.09,1.136
4.596,-1.3513,6,19,0.095,1.192
4.6245,-1.357,6,20,0.101,1.248
4.6534,-1.3621,6,21,0.106,1.302
4.6825,-1.3666,6,22,0.111,1.355
4.712,-1.3705,6,23,0.116,1.406
4.7417,-1.3738,6,24,0.121,1.457
4.7718,-1.3764,6,25,0.126,1.506
4.8021,-1.3784,6,26,0.131,1.553
4.8327,-1.3798,6,27,0.136,1.6
4.8636,-1.3805,6,28,0.141,1.644
4.8946,-1.3805,6,29,0.146,1.688
4.926,-1.3799,6,30,0.151,1.729
4.9575,-1.3786,6,31,0.156,1.77
4.9892,-1.3766,6,32,0.161,1.808
